empresa;descrição;cidade;protocolo;created_at;status_os;data_encerramento_prot;OLT;Regional;Motivo;Motivo do Cancelamento;Setor que cancelou
FiberTech;Suporte Wi-Fi;Americana;20269586549;22/01/2026 02:22:27;Cancelado;28/01/2026 09:22:27;OLT-NOKIA-6;Americana;Suporte Wi-Fi;Preço Elevado;Telemarketing
Horizon Telecom;Reparo de Fibra;Sumaré;20262589450;09/02/2026 08:00:08;Cancelado;13/02/2026 13:00:08;OLT-HUAWEI-1;Sumaré;Reparo de Fibra;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Americana;20269461768;25/01/2026 21:40:37;Cancelado;28/01/2026 01:40:37;OLT-NOKIA-10;Americana;Troca de Tecnologia;Problemas Técnicos;Telemarketing
FiberTech;Troca de Tecnologia;Paulínia;20261096154;09/01/2026 09:43:32;Cancelado;11/01/2026 21:43:32;OLT-ZTE-8;Paulínia;Troca de Tecnologia;Mudança de Cidade;Retenção
Conecta+;Reparo de Fibra;Sumaré;20262017042;08/02/2026 00:14:19;Cancelado;14/02/2026 11:14:19;OLT-HUAWEI-6;Sumaré;Reparo de Fibra;Problemas Técnicos;Financeiro
FiberTech;Suporte Wi-Fi;Valinhos;20267905261;20/01/2026 09:05:50;Cancelado;20/01/2026 15:05:50;OLT-NOKIA-6;Valinhos;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Troca de Tecnologia;Paulínia;20267951565;14/02/2026 03:08:56;Cancelado;17/02/2026 08:08:56;OLT-ZTE-4;Paulínia;Troca de Tecnologia;Mudança de Cidade;Comercial
Conecta+;Suporte Wi-Fi;Americana;20262510628;03/01/2026 20:52:42;Cancelado;09/01/2026 04:52:42;OLT-NOKIA-2;Americana;Suporte Wi-Fi;Preço Elevado;Comercial
FiberTech;Suporte Wi-Fi;Valinhos;20267327058;06/01/2026 00:44:51;Cancelado;10/01/2026 06:44:51;OLT-ZTE-1;Valinhos;Suporte Wi-Fi;Problemas Técnicos;Retenção
Conecta+;Mudança de Endereço;Americana;20266587304;02/02/2026 09:03:12;Cancelado;07/02/2026 19:03:12;OLT-ZTE-10;Americana;Mudança de Endereço;Preço Elevado;Telemarketing
Conecta+;Instalação Nova;Valinhos;20267765012;01/01/2026 00:40:45;Cancelado;05/01/2026 10:40:45;OLT-ZTE-9;Valinhos;Instalação Nova;Mudança de Cidade;Retenção
FiberTech;Suporte Wi-Fi;Paulínia;20269980781;22/01/2026 18:39:40;Cancelado;24/01/2026 06:39:40;OLT-HUAWEI-9;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Retenção
Conecta+;Troca de Tecnologia;Hortolândia;20264252396;19/01/2026 02:51:52;Cancelado;21/01/2026 08:51:52;OLT-ZTE-8;Hortolândia;Troca de Tecnologia;Preço Elevado;Telemarketing
FiberTech;Troca de Tecnologia;Hortolândia;20261193467;17/01/2026 17:23:23;Cancelado;23/01/2026 04:23:23;OLT-ZTE-1;Hortolândia;Troca de Tecnologia;Problemas Técnicos;Retenção
Conecta+;Troca de Tecnologia;Paulínia;20265555242;05/01/2026 07:47:39;Cancelado;10/01/2026 08:47:39;OLT-NOKIA-9;Paulínia;Troca de Tecnologia;Preço Elevado;Telemarketing
FiberTech;Mudança de Endereço;Sumaré;20266767941;27/01/2026 08:04:02;Cancelado;29/01/2026 08:04:02;OLT-NOKIA-2;Sumaré;Mudança de Endereço;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20269519899;28/12/2025 05:03:34;Cancelado;04/01/2026 07:03:34;OLT-HUAWEI-6;Hortolândia;Mudança de Endereço;Preço Elevado;Telemarketing
Conecta+;Troca de Tecnologia;Americana;20263167224;13/01/2026 05:21:30;Cancelado;17/01/2026 12:21:30;OLT-ZTE-2;Americana;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Troca de Tecnologia;Americana;20269774461;08/02/2026 15:42:59;Cancelado;13/02/2026 21:42:59;OLT-HUAWEI-10;Americana;Troca de Tecnologia;Preço Elevado;Financeiro
FiberTech;Mudança de Endereço;Americana;20263788475;27/12/2025 07:51:54;Cancelado;01/01/2026 11:51:54;OLT-HUAWEI-3;Americana;Mudança de Endereço;Problemas Técnicos;Retenção
Conecta+;Mudança de Endereço;Sumaré;20267374264;08/01/2026 16:20:57;Cancelado;15/01/2026 01:20:57;OLT-HUAWEI-2;Sumaré;Mudança de Endereço;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Sumaré;20265028193;03/02/2026 04:37:38;Cancelado;07/02/2026 11:37:38;OLT-ZTE-3;Sumaré;Mudança de Endereço;Mudança de Cidade;Financeiro
FiberTech;Mudança de Endereço;Paulínia;20263631789;19/01/2026 13:18:39;Cancelado;26/01/2026 01:18:39;OLT-ZTE-3;Paulínia;Mudança de Endereço;Mudança de Cidade;Retenção
Horizon Telecom;Mudança de Endereço;Paulínia;20268320425;25/01/2026 11:59:19;Cancelado;28/01/2026 20:59:19;OLT-NOKIA-4;Paulínia;Mudança de Endereço;Preço Elevado;Telemarketing
Conecta+;Reparo de Fibra;Hortolândia;20267108722;29/01/2026 23:22:56;Cancelado;04/02/2026 10:22:56;OLT-NOKIA-5;Hortolândia;Reparo de Fibra;Mudança de Cidade;Retenção
Conecta+;Instalação Nova;Paulínia;20265260918;22/01/2026 14:37:31;Cancelado;25/01/2026 21:37:31;OLT-HUAWEI-2;Paulínia;Instalação Nova;Troca por Concorrente;Financeiro
FiberTech;Reparo de Fibra;Campinas;20269215057;29/01/2026 15:59:40;Cancelado;30/01/2026 20:59:40;OLT-NOKIA-1;Campinas;Reparo de Fibra;Troca por Concorrente;Retenção
FiberTech;Suporte Wi-Fi;Americana;20267581814;08/01/2026 21:10:30;Cancelado;13/01/2026 05:10:30;OLT-ZTE-6;Americana;Suporte Wi-Fi;Preço Elevado;Financeiro
FiberTech;Instalação Nova;Americana;20269479394;28/12/2025 11:23:24;Cancelado;04/01/2026 22:23:24;OLT-NOKIA-3;Americana;Instalação Nova;Problemas Técnicos;Retenção
FiberTech;Mudança de Endereço;Sumaré;20269243953;21/01/2026 11:25:16;Cancelado;23/01/2026 21:25:16;OLT-ZTE-3;Sumaré;Mudança de Endereço;Problemas Técnicos;Financeiro
Horizon Telecom;Suporte Wi-Fi;Paulínia;20265543024;03/02/2026 07:08:43;Cancelado;03/02/2026 15:08:43;OLT-HUAWEI-4;Paulínia;Suporte Wi-Fi;Problemas Técnicos;Comercial
Conecta+;Instalação Nova;Campinas;20263816525;01/01/2026 18:10:32;Cancelado;06/01/2026 18:10:32;OLT-HUAWEI-8;Campinas;Instalação Nova;Problemas Técnicos;Financeiro
Horizon Telecom;Mudança de Endereço;Valinhos;20266058633;06/01/2026 23:18:29;Cancelado;14/01/2026 01:18:29;OLT-ZTE-6;Valinhos;Mudança de Endereço;Troca por Concorrente;Financeiro
FiberTech;Instalação Nova;Sumaré;20266244631;14/01/2026 20:18:11;Cancelado;22/01/2026 04:18:11;OLT-HUAWEI-5;Sumaré;Instalação Nova;Mudança de Cidade;Financeiro
FiberTech;Instalação Nova;Valinhos;20264331954;02/01/2026 19:58:00;Cancelado;03/01/2026 05:58:00;OLT-ZTE-2;Valinhos;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Sumaré;20269043664;02/01/2026 12:33:11;Cancelado;05/01/2026 14:33:11;OLT-NOKIA-7;Sumaré;Mudança de Endereço;Preço Elevado;Retenção
Conecta+;Suporte Wi-Fi;Hortolândia;20267445572;25/01/2026 20:23:28;Cancelado;28/01/2026 22:23:28;OLT-HUAWEI-8;Hortolândia;Suporte Wi-Fi;Problemas Técnicos;Retenção
Conecta+;Reparo de Fibra;Americana;20265241144;20/01/2026 11:45:35;Cancelado;21/01/2026 20:45:35;OLT-ZTE-10;Americana;Reparo de Fibra;Troca por Concorrente;Comercial
Horizon Telecom;Instalação Nova;Hortolândia;20264798605;08/02/2026 07:48:22;Cancelado;12/02/2026 12:48:22;OLT-ZTE-10;Hortolândia;Instalação Nova;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Campinas;20263195784;02/01/2026 15:45:13;Cancelado;06/01/2026 15:45:13;OLT-HUAWEI-3;Campinas;Suporte Wi-Fi;Preço Elevado;Retenção
Conecta+;Instalação Nova;Campinas;20265573020;21/01/2026 10:36:13;Cancelado;25/01/2026 11:36:13;OLT-ZTE-5;Campinas;Instalação Nova;Problemas Técnicos;Financeiro
FiberTech;Instalação Nova;Sumaré;20268236226;11/01/2026 03:36:47;Cancelado;17/01/2026 10:36:47;OLT-HUAWEI-2;Sumaré;Instalação Nova;Problemas Técnicos;Retenção
Horizon Telecom;Reparo de Fibra;Americana;20269779919;12/01/2026 03:38:09;Cancelado;13/01/2026 08:38:09;OLT-HUAWEI-9;Americana;Reparo de Fibra;Problemas Técnicos;Financeiro
FiberTech;Suporte Wi-Fi;Campinas;20266954704;02/02/2026 11:35:17;Cancelado;05/02/2026 19:35:17;OLT-NOKIA-6;Campinas;Suporte Wi-Fi;Problemas Técnicos;Retenção
Conecta+;Suporte Wi-Fi;Americana;20266038350;12/01/2026 23:24:18;Cancelado;14/01/2026 08:24:18;OLT-ZTE-5;Americana;Suporte Wi-Fi;Troca por Concorrente;Retenção
Conecta+;Troca de Tecnologia;Sumaré;20266151865;05/01/2026 21:42:42;Cancelado;08/01/2026 22:42:42;OLT-ZTE-8;Sumaré;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Troca de Tecnologia;Americana;20264667698;09/01/2026 07:48:43;Cancelado;16/01/2026 08:48:43;OLT-HUAWEI-3;Americana;Troca de Tecnologia;Mudança de Cidade;Telemarketing
FiberTech;Mudança de Endereço;Valinhos;20268676970;03/01/2026 14:58:20;Cancelado;07/01/2026 17:58:20;OLT-ZTE-10;Valinhos;Mudança de Endereço;Troca por Concorrente;Comercial
FiberTech;Troca de Tecnologia;Sumaré;20266608300;20/01/2026 09:21:24;Cancelado;26/01/2026 12:21:24;OLT-NOKIA-1;Sumaré;Troca de Tecnologia;Mudança de Cidade;Telemarketing
Horizon Telecom;Troca de Tecnologia;Sumaré;20264029313;16/01/2026 15:31:43;Cancelado;17/01/2026 15:31:43;OLT-HUAWEI-5;Sumaré;Troca de Tecnologia;Preço Elevado;Telemarketing
Conecta+;Suporte Wi-Fi;Campinas;20262937112;30/01/2026 18:15:25;Cancelado;31/01/2026 22:15:25;OLT-NOKIA-3;Campinas;Suporte Wi-Fi;Problemas Técnicos;Financeiro
FiberTech;Reparo de Fibra;Valinhos;20269626972;31/12/2025 06:06:17;Cancelado;02/01/2026 13:06:17;OLT-HUAWEI-1;Valinhos;Reparo de Fibra;Preço Elevado;Financeiro
FiberTech;Troca de Tecnologia;Hortolândia;20265049511;18/01/2026 03:29:59;Cancelado;21/01/2026 08:29:59;OLT-HUAWEI-6;Hortolândia;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Reparo de Fibra;Hortolândia;20264944917;14/01/2026 07:39:29;Cancelado;15/01/2026 13:39:29;OLT-NOKIA-2;Hortolândia;Reparo de Fibra;Preço Elevado;Financeiro
Conecta+;Instalação Nova;Paulínia;20264875320;02/02/2026 22:48:06;Cancelado;06/02/2026 02:48:06;OLT-HUAWEI-1;Paulínia;Instalação Nova;Problemas Técnicos;Telemarketing
Horizon Telecom;Reparo de Fibra;Americana;20263737633;02/01/2026 05:09:35;Cancelado;05/01/2026 11:09:35;OLT-ZTE-10;Americana;Reparo de Fibra;Troca por Concorrente;Retenção
Horizon Telecom;Troca de Tecnologia;Valinhos;20267648667;30/01/2026 18:00:03;Cancelado;04/02/2026 21:00:03;OLT-HUAWEI-7;Valinhos;Troca de Tecnologia;Preço Elevado;Financeiro
Conecta+;Instalação Nova;Valinhos;20266099521;22/01/2026 15:39:26;Cancelado;27/01/2026 01:39:26;OLT-ZTE-8;Valinhos;Instalação Nova;Preço Elevado;Telemarketing
Conecta+;Reparo de Fibra;Hortolândia;20264785670;01/01/2026 18:00:58;Cancelado;09/01/2026 05:00:58;OLT-ZTE-10;Hortolândia;Reparo de Fibra;Troca por Concorrente;Telemarketing
Horizon Telecom;Mudança de Endereço;Sumaré;20261363291;31/01/2026 23:06:46;Cancelado;07/02/2026 02:06:46;OLT-ZTE-6;Sumaré;Mudança de Endereço;Mudança de Cidade;Comercial
FiberTech;Suporte Wi-Fi;Campinas;20269263828;23/01/2026 23:50:30;Cancelado;27/01/2026 23:50:30;OLT-ZTE-4;Campinas;Suporte Wi-Fi;Mudança de Cidade;Retenção
Conecta+;Instalação Nova;Valinhos;20265177013;04/01/2026 15:56:24;Cancelado;10/01/2026 22:56:24;OLT-ZTE-4;Valinhos;Instalação Nova;Problemas Técnicos;Retenção
Horizon Telecom;Troca de Tecnologia;Sumaré;20265167275;03/01/2026 11:51:42;Cancelado;08/01/2026 21:51:42;OLT-ZTE-1;Sumaré;Troca de Tecnologia;Mudança de Cidade;Telemarketing
FiberTech;Mudança de Endereço;Hortolândia;20261843198;12/02/2026 03:48:37;Cancelado;13/02/2026 05:48:37;OLT-ZTE-5;Hortolândia;Mudança de Endereço;Troca por Concorrente;Telemarketing
Horizon Telecom;Instalação Nova;Hortolândia;20269808865;03/01/2026 10:29:55;Cancelado;07/01/2026 14:29:55;OLT-HUAWEI-8;Hortolândia;Instalação Nova;Preço Elevado;Comercial
FiberTech;Troca de Tecnologia;Valinhos;20262243108;10/01/2026 04:32:48;Cancelado;10/01/2026 11:32:48;OLT-NOKIA-7;Valinhos;Troca de Tecnologia;Problemas Técnicos;Retenção
Horizon Telecom;Suporte Wi-Fi;Valinhos;20263761384;20/01/2026 05:37:26;Cancelado;22/01/2026 05:37:26;OLT-HUAWEI-2;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Retenção
FiberTech;Suporte Wi-Fi;Campinas;20268824741;04/01/2026 00:57:22;Cancelado;05/01/2026 06:57:22;OLT-ZTE-6;Campinas;Suporte Wi-Fi;Preço Elevado;Telemarketing
FiberTech;Suporte Wi-Fi;Hortolândia;20266311609;24/01/2026 00:25:57;Cancelado;28/01/2026 09:25:57;OLT-ZTE-2;Hortolândia;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Conecta+;Troca de Tecnologia;Americana;20266123936;01/01/2026 17:39:15;Cancelado;07/01/2026 19:39:15;OLT-NOKIA-3;Americana;Troca de Tecnologia;Preço Elevado;Retenção
FiberTech;Instalação Nova;Valinhos;20265703560;04/02/2026 14:49:55;Cancelado;11/02/2026 15:49:55;OLT-HUAWEI-7;Valinhos;Instalação Nova;Problemas Técnicos;Retenção
FiberTech;Instalação Nova;Americana;20267326649;02/01/2026 12:56:47;Cancelado;05/01/2026 18:56:47;OLT-NOKIA-4;Americana;Instalação Nova;Preço Elevado;Comercial
Horizon Telecom;Suporte Wi-Fi;Valinhos;20262889702;01/02/2026 19:53:03;Cancelado;05/02/2026 23:53:03;OLT-HUAWEI-2;Valinhos;Suporte Wi-Fi;Problemas Técnicos;Financeiro
Conecta+;Troca de Tecnologia;Sumaré;20269876019;09/01/2026 15:08:32;Cancelado;09/01/2026 21:08:32;OLT-HUAWEI-5;Sumaré;Troca de Tecnologia;Mudança de Cidade;Financeiro
Conecta+;Reparo de Fibra;Sumaré;20264913789;07/01/2026 03:06:09;Cancelado;07/01/2026 14:06:09;OLT-ZTE-2;Sumaré;Reparo de Fibra;Troca por Concorrente;Comercial
Conecta+;Instalação Nova;Valinhos;20266627533;14/01/2026 19:43:06;Cancelado;22/01/2026 04:43:06;OLT-NOKIA-8;Valinhos;Instalação Nova;Troca por Concorrente;Comercial
Conecta+;Suporte Wi-Fi;Valinhos;20262765109;04/01/2026 04:28:09;Cancelado;08/01/2026 10:28:09;OLT-HUAWEI-6;Valinhos;Suporte Wi-Fi;Mudança de Cidade;Telemarketing
Horizon Telecom;Mudança de Endereço;Sumaré;20267696224;01/01/2026 07:53:47;Cancelado;07/01/2026 11:53:47;OLT-ZTE-7;Sumaré;Mudança de Endereço;Preço Elevado;Telemarketing
Conecta+;Troca de Tecnologia;Campinas;20264584534;30/01/2026 11:26:33;Cancelado;05/02/2026 14:26:33;OLT-ZTE-3;Campinas;Troca de Tecnologia;Troca por Concorrente;Comercial
Conecta+;Mudança de Endereço;Campinas;20263769840;01/01/2026 09:39:22;Cancelado;02/01/2026 16:39:22;OLT-NOKIA-4;Campinas;Mudança de Endereço;Mudança de Cidade;Telemarketing
FiberTech;Troca de Tecnologia;Paulínia;20263706282;01/01/2026 00:04:08;Cancelado;08/01/2026 01:04:08;OLT-ZTE-2;Paulínia;Troca de Tecnologia;Troca por Concorrente;Comercial
Horizon Telecom;Suporte Wi-Fi;Sumaré;20269282261;05/01/2026 10:07:30;Cancelado;12/01/2026 17:07:30;OLT-NOKIA-2;Sumaré;Suporte Wi-Fi;Preço Elevado;Retenção
FiberTech;Instalação Nova;Sumaré;20262046370;15/02/2026 13:53:20;Cancelado;16/02/2026 01:53:20;OLT-NOKIA-3;Sumaré;Instalação Nova;Problemas Técnicos;Financeiro
Conecta+;Reparo de Fibra;Valinhos;20262079577;14/02/2026 03:40:33;Cancelado;18/02/2026 11:40:33;OLT-HUAWEI-7;Valinhos;Reparo de Fibra;Preço Elevado;Retenção
Conecta+;Mudança de Endereço;Sumaré;20264525539;14/02/2026 07:00:46;Cancelado;17/02/2026 16:00:46;OLT-NOKIA-9;Sumaré;Mudança de Endereço;Troca por Concorrente;Telemarketing
Horizon Telecom;Suporte Wi-Fi;Valinhos;20265375475;05/02/2026 11:13:50;Cancelado;12/02/2026 20:13:50;OLT-HUAWEI-7;Valinhos;Suporte Wi-Fi;Problemas Técnicos;Financeiro
Conecta+;Mudança de Endereço;Paulínia;20268962783;23/01/2026 17:06:30;Cancelado;28/01/2026 22:06:30;OLT-HUAWEI-6;Paulínia;Mudança de Endereço;Troca por Concorrente;Telemarketing
Conecta+;Instalação Nova;Valinhos;20267185078;06/01/2026 19:47:15;Cancelado;12/01/2026 02:47:15;OLT-NOKIA-6;Valinhos;Instalação Nova;Preço Elevado;Comercial
FiberTech;Reparo de Fibra;Campinas;20261440034;10/01/2026 14:58:05;Cancelado;17/01/2026 15:58:05;OLT-ZTE-7;Campinas;Reparo de Fibra;Preço Elevado;Financeiro
Horizon Telecom;Suporte Wi-Fi;Sumaré;20267183922;12/02/2026 17:01:40;Cancelado;14/02/2026 01:01:40;OLT-NOKIA-7;Sumaré;Suporte Wi-Fi;Preço Elevado;Telemarketing
Horizon Telecom;Reparo de Fibra;Hortolândia;20267377026;07/01/2026 09:04:38;Cancelado;13/01/2026 16:04:38;OLT-ZTE-1;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
FiberTech;Suporte Wi-Fi;Americana;20264967803;06/02/2026 03:35:13;Cancelado;12/02/2026 14:35:13;OLT-NOKIA-6;Americana;Suporte Wi-Fi;Mudança de Cidade;Retenção
Horizon Telecom;Troca de Tecnologia;Sumaré;20262322040;28/01/2026 17:12:10;Cancelado;02/02/2026 20:12:10;OLT-NOKIA-5;Sumaré;Troca de Tecnologia;Problemas Técnicos;Telemarketing
FiberTech;Troca de Tecnologia;Americana;20265046067;22/01/2026 21:22:08;Cancelado;23/01/2026 01:22:08;OLT-ZTE-3;Americana;Troca de Tecnologia;Troca por Concorrente;Retenção
Horizon Telecom;Suporte Wi-Fi;Campinas;20263586732;03/01/2026 11:44:56;Cancelado;06/01/2026 13:44:56;OLT-NOKIA-5;Campinas;Suporte Wi-Fi;Preço Elevado;Comercial
FiberTech;Reparo de Fibra;Sumaré;20263985823;03/01/2026 11:52:18;Cancelado;03/01/2026 15:52:18;OLT-NOKIA-5;Sumaré;Reparo de Fibra;Mudança de Cidade;Comercial
Conecta+;Mudança de Endereço;Campinas;20265655229;29/12/2025 17:59:06;Cancelado;05/01/2026 22:59:06;OLT-NOKIA-1;Campinas;Mudança de Endereço;Problemas Técnicos;Comercial
Conecta+;Troca de Tecnologia;Americana;20266234588;11/01/2026 21:21:45;Cancelado;17/01/2026 23:21:45;OLT-NOKIA-9;Americana;Troca de Tecnologia;Troca por Concorrente;Comercial
Conecta+;Troca de Tecnologia;Sumaré;20265657008;20/01/2026 22:26:14;Cancelado;24/01/2026 01:26:14;OLT-NOKIA-2;Sumaré;Troca de Tecnologia;Mudança de Cidade;Financeiro
Horizon Telecom;Troca de Tecnologia;Hortolândia;20267764186;02/01/2026 18:59:17;Cancelado;07/01/2026 03:59:17;OLT-NOKIA-2;Hortolândia;Troca de Tecnologia;Troca por Concorrente;Retenção
Conecta+;Mudança de Endereço;Campinas;20268320848;28/01/2026 13:04:04;Cancelado;04/02/2026 18:04:04;OLT-ZTE-8;Campinas;Mudança de Endereço;Mudança de Cidade;Telemarketing
Horizon Telecom;Reparo de Fibra;Hortolândia;20267778215;29/12/2025 04:03:14;Cancelado;02/01/2026 16:03:14;OLT-ZTE-8;Hortolândia;Reparo de Fibra;Mudança de Cidade;Financeiro
FiberTech;Reparo de Fibra;Hortolândia;20264558665;11/01/2026 11:15:43;Cancelado;12/01/2026 20:15:43;OLT-HUAWEI-9;Hortolândia;Reparo de Fibra;Problemas Técnicos;Comercial
FiberTech;Suporte Wi-Fi;Americana;20264265952;01/02/2026 16:38:39;Cancelado;02/02/2026 23:38:39;OLT-NOKIA-4;Americana;Suporte Wi-Fi;Problemas Técnicos;Retenção
FiberTech;Suporte Wi-Fi;Campinas;20263626123;10/02/2026 17:08:29;Cancelado;17/02/2026 20:08:29;OLT-ZTE-5;Campinas;Suporte Wi-Fi;Preço Elevado;Comercial
FiberTech;Reparo de Fibra;Sumaré;20263685787;11/01/2026 11:46:11;Cancelado;18/01/2026 21:46:11;OLT-NOKIA-5;Sumaré;Reparo de Fibra;Preço Elevado;Financeiro
Horizon Telecom;Mudança de Endereço;Americana;20261850903;24/01/2026 05:19:46;Cancelado;31/01/2026 13:19:46;OLT-ZTE-10;Americana;Mudança de Endereço;Preço Elevado;Comercial
Horizon Telecom;Troca de Tecnologia;Hortolândia;20262726982;18/01/2026 19:43:10;Cancelado;21/01/2026 00:43:10;OLT-ZTE-6;Hortolândia;Troca de Tecnologia;Preço Elevado;Financeiro
Horizon Telecom;Mudança de Endereço;Valinhos;20261023165;14/02/2026 11:18:18;Cancelado;18/02/2026 17:18:18;OLT-ZTE-6;Valinhos;Mudança de Endereço;Preço Elevado;Comercial
Horizon Telecom;Troca de Tecnologia;Americana;20265304114;17/01/2026 21:26:42;Cancelado;17/01/2026 23:26:42;OLT-NOKIA-10;Americana;Troca de Tecnologia;Mudança de Cidade;Comercial
FiberTech;Mudança de Endereço;Paulínia;20269306267;06/02/2026 06:07:55;Cancelado;09/02/2026 12:07:55;OLT-NOKIA-7;Paulínia;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Mudança de Endereço;Paulínia;20267705497;05/02/2026 09:29:26;Cancelado;05/02/2026 17:29:26;OLT-HUAWEI-2;Paulínia;Mudança de Endereço;Problemas Técnicos;Comercial
FiberTech;Troca de Tecnologia;Paulínia;20265807480;12/02/2026 21:38:48;Cancelado;17/02/2026 06:38:48;OLT-ZTE-10;Paulínia;Troca de Tecnologia;Problemas Técnicos;Financeiro
FiberTech;Instalação Nova;Valinhos;20265346772;31/01/2026 17:22:22;Cancelado;03/02/2026 22:22:22;OLT-NOKIA-10;Valinhos;Instalação Nova;Troca por Concorrente;Comercial
Conecta+;Reparo de Fibra;Hortolândia;20264552893;03/01/2026 02:54:37;Cancelado;04/01/2026 08:54:37;OLT-NOKIA-10;Hortolândia;Reparo de Fibra;Troca por Concorrente;Financeiro
FiberTech;Instalação Nova;Americana;20263563890;06/02/2026 12:45:05;Cancelado;10/02/2026 22:45:05;OLT-ZTE-7;Americana;Instalação Nova;Troca por Concorrente;Telemarketing
FiberTech;Troca de Tecnologia;Hortolândia;20264792013;26/12/2025 02:45:53;Cancelado;01/01/2026 06:45:53;OLT-ZTE-5;Hortolândia;Troca de Tecnologia;Mudança de Cidade;Comercial
Conecta+;Troca de Tecnologia;Campinas;20261993044;18/01/2026 21:02:42;Cancelado;19/01/2026 01:02:42;OLT-NOKIA-7;Campinas;Troca de Tecnologia;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Hortolândia;20262565078;30/01/2026 04:03:14;Cancelado;31/01/2026 13:03:14;OLT-HUAWEI-1;Hortolândia;Mudança de Endereço;Preço Elevado;Retenção
FiberTech;Mudança de Endereço;Sumaré;20269614960;18/01/2026 00:13:56;Cancelado;23/01/2026 12:13:56;OLT-HUAWEI-8;Sumaré;Mudança de Endereço;Problemas Técnicos;Comercial
Horizon Telecom;Mudança de Endereço;Hortolândia;20267442906;05/02/2026 04:59:32;Cancelado;12/02/2026 13:59:32;OLT-NOKIA-6;Hortolândia;Mudança de Endereço;Mudança de Cidade;Comercial
Conecta+;Reparo de Fibra;Hortolândia;20263987512;18/01/2026 18:25:28;Cancelado;19/01/2026 05:25:28;OLT-NOKIA-4;Hortolândia;Reparo de Fibra;Preço Elevado;Retenção
Conecta+;Suporte Wi-Fi;Campinas;20261919510;20/01/2026 07:34:51;Cancelado;20/01/2026 18:34:51;OLT-HUAWEI-5;Campinas;Suporte Wi-Fi;Problemas Técnicos;Comercial
Conecta+;Mudança de Endereço;Valinhos;20268918289;16/02/2026 18:20:56;Cancelado;17/02/2026 02:20:56;OLT-HUAWEI-1;Valinhos;Mudança de Endereço;Mudança de Cidade;Retenção
FiberTech;Reparo de Fibra;Paulínia;20261540346;11/02/2026 00:12:53;Cancelado;12/02/2026 10:12:53;OLT-NOKIA-7;Paulínia;Reparo de Fibra;Problemas Técnicos;Telemarketing
Horizon Telecom;Mudança de Endereço;Sumaré;20264699489;21/01/2026 07:25:27;Cancelado;22/01/2026 15:25:27;OLT-NOKIA-8;Sumaré;Mudança de Endereço;Problemas Técnicos;Retenção
Horizon Telecom;Suporte Wi-Fi;Campinas;20266587991;12/02/2026 19:57:58;Cancelado;15/02/2026 05:57:58;OLT-HUAWEI-3;Campinas;Suporte Wi-Fi;Troca por Concorrente;Comercial
FiberTech;Mudança de Endereço;Hortolândia;20267493709;18/01/2026 10:09:59;Cancelado;21/01/2026 12:09:59;OLT-NOKIA-8;Hortolândia;Mudança de Endereço;Troca por Concorrente;Financeiro
FiberTech;Troca de Tecnologia;Paulínia;20262817906;02/02/2026 09:34:17;Cancelado;08/02/2026 12:34:17;OLT-HUAWEI-10;Paulínia;Troca de Tecnologia;Troca por Concorrente;Financeiro
Conecta+;Reparo de Fibra;Hortolândia;20266745691;08/01/2026 01:45:19;Cancelado;13/01/2026 07:45:19;OLT-NOKIA-3;Hortolândia;Reparo de Fibra;Preço Elevado;Comercial
Horizon Telecom;Suporte Wi-Fi;Campinas;20265801714;01/02/2026 13:34:02;Cancelado;06/02/2026 22:34:02;OLT-NOKIA-1;Campinas;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
Horizon Telecom;Mudança de Endereço;Paulínia;20267210306;05/01/2026 15:44:37;Cancelado;11/01/2026 22:44:37;OLT-HUAWEI-8;Paulínia;Mudança de Endereço;Troca por Concorrente;Telemarketing
Horizon Telecom;Troca de Tecnologia;Campinas;20263170826;29/12/2025 08:42:33;Cancelado;02/01/2026 11:42:33;OLT-HUAWEI-8;Campinas;Troca de Tecnologia;Troca por Concorrente;Telemarketing
Conecta+;Instalação Nova;Valinhos;20265433288;31/01/2026 02:15:48;Cancelado;01/02/2026 09:15:48;OLT-HUAWEI-1;Valinhos;Instalação Nova;Problemas Técnicos;Telemarketing
Horizon Telecom;Suporte Wi-Fi;Campinas;20268632716;24/01/2026 22:47:43;Cancelado;30/01/2026 22:47:43;OLT-ZTE-10;Campinas;Suporte Wi-Fi;Troca por Concorrente;Telemarketing
