empresa;descrição;cidade;protocolo;created_at;Nome do Técnico;status_os;data_encerramento_prot;OLT;Regional;Motivo
FiberTech;Troca de Tecnologia;Americana;20261047844;06/01/2026 21:50:03;Ana Souza;Finalizado;07/01/2026 20:50:03;OLT-NOKIA-9;Americana;Troca de Tecnologia
FiberTech;Instalação Nova;Paulínia;20263878133;07/01/2026 21:50:03;Maria Oliveira;Finalizado;08/01/2026 01:50:03;OLT-HUAWEI-9;Paulínia;Instalação Nova
Horizon Telecom;Reparo de Fibra;Campinas;20267752665;26/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;27/01/2026 19:50:03;OLT-HUAWEI-1;Campinas;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Valinhos;20262925442;10/01/2026 21:50:03;Carlos Santos;Finalizado;11/01/2026 00:50:03;OLT-NOKIA-4;Valinhos;Suporte Wi-Fi
FiberTech;Instalação Nova;Campinas;20265377904;16/02/2026 21:50:03;Carlos Santos;Finalizado;17/02/2026 17:50:03;OLT-ZTE-8;Campinas;Instalação Nova
FiberTech;Reparo de Fibra;Hortolândia;20267353693;11/01/2026 21:50:03;Ana Souza;Finalizado;12/01/2026 02:50:03;OLT-ZTE-9;Hortolândia;Reparo de Fibra
FiberTech;Reparo de Fibra;Campinas;20263200349;08/01/2026 21:50:03;João Silva;Finalizado;09/01/2026 15:50:03;OLT-NOKIA-9;Campinas;Reparo de Fibra
FiberTech;Reparo de Fibra;Hortolândia;20269005686;15/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;16/02/2026 20:50:03;OLT-NOKIA-9;Hortolândia;Reparo de Fibra
FiberTech;Instalação Nova;Sumaré;20264038915;30/01/2026 21:50:03;João Silva;Finalizado;31/01/2026 00:50:03;OLT-ZTE-1;Sumaré;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Paulínia;20264001013;26/01/2026 21:50:03;Ana Souza;Finalizado;27/01/2026 03:50:03;OLT-HUAWEI-9;Paulínia;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Valinhos;20264939883;20/01/2026 21:50:03;Ana Souza;Finalizado;21/01/2026 03:50:03;OLT-HUAWEI-1;Valinhos;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Sumaré;20263117603;14/02/2026 21:50:03;Carlos Santos;Finalizado;15/02/2026 11:50:03;OLT-HUAWEI-5;Sumaré;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Sumaré;20268772330;14/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;15/01/2026 16:50:03;OLT-HUAWEI-3;Sumaré;Reparo de Fibra
Conecta+;Troca de Tecnologia;Sumaré;20269723616;16/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/01/2026 12:50:03;OLT-HUAWEI-2;Sumaré;Troca de Tecnologia
FiberTech;Reparo de Fibra;Paulínia;20266172664;10/02/2026 21:50:03;Carlos Santos;Finalizado;11/02/2026 07:50:03;OLT-NOKIA-1;Paulínia;Reparo de Fibra
FiberTech;Mudança de Endereço;Americana;20262749741;21/01/2026 21:50:03;João Silva;Finalizado;22/01/2026 11:50:03;OLT-NOKIA-8;Americana;Mudança de Endereço
FiberTech;Mudança de Endereço;Valinhos;20266847858;29/01/2026 21:50:03;João Silva;Finalizado;30/01/2026 02:50:03;OLT-HUAWEI-5;Valinhos;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Valinhos;20269126731;15/01/2026 21:50:03;Ana Souza;Finalizado;16/01/2026 09:50:03;OLT-HUAWEI-9;Valinhos;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Valinhos;20265492797;09/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 05:50:03;OLT-NOKIA-9;Valinhos;Mudança de Endereço
Horizon Telecom;Reparo de Fibra;Hortolândia;20269375882;10/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 22:50:03;OLT-ZTE-9;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Valinhos;20265307729;07/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;08/01/2026 09:50:03;OLT-NOKIA-9;Valinhos;Suporte Wi-Fi
Conecta+;Instalação Nova;Paulínia;20261462551;17/02/2026 21:50:03;Maria Oliveira;Finalizado;18/02/2026 19:50:03;OLT-ZTE-9;Paulínia;Instalação Nova
Conecta+;Reparo de Fibra;Campinas;20262690724;09/02/2026 21:50:03;Carlos Santos;Finalizado;10/02/2026 01:50:03;OLT-HUAWEI-4;Campinas;Reparo de Fibra
Conecta+;Instalação Nova;Valinhos;20265250747;03/02/2026 21:50:03;Carlos Santos;Finalizado;04/02/2026 17:50:03;OLT-HUAWEI-6;Valinhos;Instalação Nova
Horizon Telecom;Mudança de Endereço;Americana;20264387667;13/02/2026 21:50:03;João Silva;Finalizado;14/02/2026 12:50:03;OLT-ZTE-1;Americana;Mudança de Endereço
Conecta+;Reparo de Fibra;Americana;20261942911;06/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;07/01/2026 06:50:03;OLT-NOKIA-6;Americana;Reparo de Fibra
FiberTech;Mudança de Endereço;Valinhos;20261527851;15/01/2026 21:50:03;Maria Oliveira;Finalizado;16/01/2026 21:50:03;OLT-NOKIA-5;Valinhos;Mudança de Endereço
Conecta+;Troca de Tecnologia;Sumaré;20263086118;12/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;13/02/2026 00:50:03;OLT-HUAWEI-9;Sumaré;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Campinas;20269984901;10/02/2026 21:50:03;Carlos Santos;Finalizado;11/02/2026 10:50:03;OLT-HUAWEI-7;Campinas;Suporte Wi-Fi
FiberTech;Suporte Wi-Fi;Hortolândia;20269049002;06/01/2026 21:50:03;Ana Souza;Finalizado;07/01/2026 19:50:03;OLT-ZTE-1;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Sumaré;20263154393;09/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;10/02/2026 05:50:03;OLT-NOKIA-8;Sumaré;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Paulínia;20266022144;06/01/2026 21:50:03;Carlos Santos;Finalizado;07/01/2026 09:50:03;OLT-HUAWEI-5;Paulínia;Suporte Wi-Fi
FiberTech;Instalação Nova;Valinhos;20265352769;29/01/2026 21:50:03;Carlos Santos;Finalizado;30/01/2026 09:50:03;OLT-ZTE-6;Valinhos;Instalação Nova
Conecta+;Suporte Wi-Fi;Sumaré;20262288720;19/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;20/01/2026 20:50:03;OLT-ZTE-3;Sumaré;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Americana;20266186305;11/01/2026 21:50:03;João Silva;Finalizado;12/01/2026 16:50:03;OLT-ZTE-4;Americana;Reparo de Fibra
Conecta+;Reparo de Fibra;Campinas;20265860842;21/01/2026 21:50:03;João Silva;Finalizado;22/01/2026 09:50:03;OLT-HUAWEI-3;Campinas;Reparo de Fibra
FiberTech;Mudança de Endereço;Valinhos;20264477381;10/02/2026 21:50:03;Ana Souza;Finalizado;11/02/2026 10:50:03;OLT-HUAWEI-2;Valinhos;Mudança de Endereço
Conecta+;Reparo de Fibra;Americana;20261162598;12/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;13/01/2026 05:50:03;OLT-HUAWEI-9;Americana;Reparo de Fibra
Horizon Telecom;Suporte Wi-Fi;Americana;20261245902;16/02/2026 21:50:03;Maria Oliveira;Finalizado;17/02/2026 15:50:03;OLT-ZTE-5;Americana;Suporte Wi-Fi
Conecta+;Mudança de Endereço;Paulínia;20264743691;05/02/2026 21:50:03;Ana Souza;Finalizado;06/02/2026 06:50:03;OLT-ZTE-8;Paulínia;Mudança de Endereço
Horizon Telecom;Troca de Tecnologia;Hortolândia;20263176763;05/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/02/2026 01:50:03;OLT-NOKIA-8;Hortolândia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Americana;20261741668;14/02/2026 21:50:03;João Silva;Finalizado;15/02/2026 09:50:03;OLT-HUAWEI-6;Americana;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Hortolândia;20265911265;13/02/2026 21:50:03;Maria Oliveira;Finalizado;14/02/2026 12:50:03;OLT-HUAWEI-10;Hortolândia;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Hortolândia;20265759250;08/02/2026 21:50:03;Maria Oliveira;Finalizado;09/02/2026 04:50:03;OLT-HUAWEI-2;Hortolândia;Mudança de Endereço
FiberTech;Instalação Nova;Paulínia;20264875956;12/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;12/02/2026 22:50:03;OLT-ZTE-10;Paulínia;Instalação Nova
Conecta+;Suporte Wi-Fi;Sumaré;20266992961;14/02/2026 21:50:03;João Silva;Finalizado;15/02/2026 00:50:03;OLT-NOKIA-4;Sumaré;Suporte Wi-Fi
Conecta+;Instalação Nova;Americana;20264164408;10/01/2026 21:50:03;Maria Oliveira;Finalizado;11/01/2026 12:50:03;OLT-HUAWEI-7;Americana;Instalação Nova
Conecta+;Instalação Nova;Valinhos;20266548740;13/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;14/01/2026 03:50:03;OLT-HUAWEI-10;Valinhos;Instalação Nova
Conecta+;Mudança de Endereço;Hortolândia;20267872885;20/01/2026 21:50:03;Carlos Santos;Finalizado;20/01/2026 23:50:03;OLT-ZTE-4;Hortolândia;Mudança de Endereço
FiberTech;Instalação Nova;Hortolândia;20261348997;02/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;03/02/2026 13:50:03;OLT-NOKIA-4;Hortolândia;Instalação Nova
Conecta+;Mudança de Endereço;Campinas;20262735382;16/02/2026 21:50:03;Ana Souza;Finalizado;17/02/2026 21:50:03;OLT-ZTE-6;Campinas;Mudança de Endereço
Horizon Telecom;Instalação Nova;Hortolândia;20268558552;28/01/2026 21:50:03;Maria Oliveira;Finalizado;29/01/2026 10:50:03;OLT-HUAWEI-9;Hortolândia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Sumaré;20269827360;08/02/2026 21:50:03;Carlos Santos;Finalizado;09/02/2026 00:50:03;OLT-ZTE-7;Sumaré;Mudança de Endereço
FiberTech;Instalação Nova;Hortolândia;20268446194;29/01/2026 21:50:03;João Silva;Finalizado;30/01/2026 21:50:03;OLT-HUAWEI-4;Hortolândia;Instalação Nova
FiberTech;Mudança de Endereço;Paulínia;20267360207;31/01/2026 21:50:03;Carlos Santos;Finalizado;01/02/2026 00:50:03;OLT-ZTE-2;Paulínia;Mudança de Endereço
Conecta+;Reparo de Fibra;Hortolândia;20268905923;08/01/2026 21:50:03;Ana Souza;Finalizado;09/01/2026 09:50:03;OLT-NOKIA-10;Hortolândia;Reparo de Fibra
Horizon Telecom;Reparo de Fibra;Hortolândia;20263531660;11/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;12/02/2026 09:50:03;OLT-HUAWEI-8;Hortolândia;Reparo de Fibra
FiberTech;Suporte Wi-Fi;Americana;20263220903;08/02/2026 21:50:03;Carlos Santos;Finalizado;09/02/2026 03:50:03;OLT-NOKIA-7;Americana;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Paulínia;20266329199;04/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;05/01/2026 09:50:03;OLT-ZTE-6;Paulínia;Reparo de Fibra
Conecta+;Troca de Tecnologia;Paulínia;20261837221;14/01/2026 21:50:03;Ana Souza;Finalizado;15/01/2026 21:50:03;OLT-HUAWEI-8;Paulínia;Troca de Tecnologia
Conecta+;Instalação Nova;Paulínia;20267766284;04/01/2026 21:50:03;Ana Souza;Finalizado;05/01/2026 13:50:03;OLT-HUAWEI-10;Paulínia;Instalação Nova
Horizon Telecom;Troca de Tecnologia;Americana;20269736930;20/01/2026 21:50:03;João Silva;Finalizado;21/01/2026 13:50:03;OLT-NOKIA-1;Americana;Troca de Tecnologia
FiberTech;Reparo de Fibra;Paulínia;20265448700;08/02/2026 21:50:03;Carlos Santos;Finalizado;09/02/2026 04:50:03;OLT-ZTE-2;Paulínia;Reparo de Fibra
Conecta+;Suporte Wi-Fi;Hortolândia;20263425791;12/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;13/02/2026 02:50:03;OLT-ZTE-3;Hortolândia;Suporte Wi-Fi
Conecta+;Instalação Nova;Paulínia;20262819995;27/01/2026 21:50:03;Ana Souza;Finalizado;28/01/2026 16:50:03;OLT-NOKIA-9;Paulínia;Instalação Nova
Conecta+;Instalação Nova;Hortolândia;20263135188;28/01/2026 21:50:03;Ana Souza;Finalizado;29/01/2026 13:50:03;OLT-NOKIA-4;Hortolândia;Instalação Nova
Horizon Telecom;Suporte Wi-Fi;Hortolândia;20267625590;26/01/2026 21:50:03;João Silva;Finalizado;27/01/2026 11:50:03;OLT-ZTE-5;Hortolândia;Suporte Wi-Fi
FiberTech;Instalação Nova;Campinas;20262788997;21/01/2026 21:50:03;Maria Oliveira;Finalizado;22/01/2026 03:50:03;OLT-ZTE-3;Campinas;Instalação Nova
Conecta+;Mudança de Endereço;Campinas;20261090526;04/01/2026 21:50:03;Maria Oliveira;Finalizado;05/01/2026 05:50:03;OLT-NOKIA-3;Campinas;Mudança de Endereço
FiberTech;Troca de Tecnologia;Hortolândia;20268899069;14/01/2026 21:50:03;Maria Oliveira;Finalizado;15/01/2026 16:50:03;OLT-HUAWEI-1;Hortolândia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Hortolândia;20269811535;09/02/2026 21:50:03;João Silva;Finalizado;10/02/2026 06:50:03;OLT-ZTE-4;Hortolândia;Suporte Wi-Fi
FiberTech;Instalação Nova;Sumaré;20268098433;20/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;21/01/2026 16:50:03;OLT-NOKIA-3;Sumaré;Instalação Nova
Conecta+;Troca de Tecnologia;Campinas;20269850060;06/01/2026 21:50:03;Maria Oliveira;Finalizado;07/01/2026 21:50:03;OLT-HUAWEI-2;Campinas;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Campinas;20261413090;18/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;19/01/2026 00:50:03;OLT-HUAWEI-3;Campinas;Instalação Nova
FiberTech;Mudança de Endereço;Paulínia;20263106824;21/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;21/01/2026 23:50:03;OLT-NOKIA-2;Paulínia;Mudança de Endereço
FiberTech;Troca de Tecnologia;Hortolândia;20262183510;19/01/2026 21:50:03;Maria Oliveira;Finalizado;20/01/2026 14:50:03;OLT-HUAWEI-4;Hortolândia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Valinhos;20265333202;22/01/2026 21:50:03;Ana Souza;Finalizado;23/01/2026 04:50:03;OLT-HUAWEI-7;Valinhos;Suporte Wi-Fi
Conecta+;Suporte Wi-Fi;Hortolândia;20265540019;20/01/2026 21:50:03;Maria Oliveira;Finalizado;21/01/2026 12:50:03;OLT-ZTE-8;Hortolândia;Suporte Wi-Fi
FiberTech;Reparo de Fibra;Paulínia;20265256309;19/01/2026 21:50:03;Maria Oliveira;Finalizado;20/01/2026 14:50:03;OLT-ZTE-2;Paulínia;Reparo de Fibra
FiberTech;Reparo de Fibra;Campinas;20267455663;13/02/2026 21:50:03;João Silva;Finalizado;13/02/2026 23:50:03;OLT-HUAWEI-7;Campinas;Reparo de Fibra
FiberTech;Instalação Nova;Valinhos;20265833120;02/02/2026 21:50:03;Ana Souza;Finalizado;03/02/2026 09:50:03;OLT-ZTE-4;Valinhos;Instalação Nova
Horizon Telecom;Instalação Nova;Valinhos;20263997463;11/02/2026 21:50:03;João Silva;Finalizado;12/02/2026 21:50:03;OLT-NOKIA-9;Valinhos;Instalação Nova
Horizon Telecom;Instalação Nova;Paulínia;20264115220;09/02/2026 21:50:03;Maria Oliveira;Finalizado;10/02/2026 02:50:03;OLT-HUAWEI-5;Paulínia;Instalação Nova
FiberTech;Instalação Nova;Hortolândia;20267361334;19/01/2026 21:50:03;Maria Oliveira;Finalizado;20/01/2026 17:50:03;OLT-NOKIA-10;Hortolândia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Hortolândia;20264202412;13/02/2026 21:50:03;Maria Oliveira;Finalizado;14/02/2026 17:50:03;OLT-ZTE-6;Hortolândia;Mudança de Endereço
Conecta+;Troca de Tecnologia;Paulínia;20261830292;04/02/2026 21:50:03;Ana Souza;Finalizado;05/02/2026 07:50:03;OLT-ZTE-7;Paulínia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Americana;20269611646;22/01/2026 21:50:03;João Silva;Finalizado;23/01/2026 02:50:03;OLT-ZTE-7;Americana;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Sumaré;20269068788;04/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;05/02/2026 21:50:03;OLT-HUAWEI-1;Sumaré;Troca de Tecnologia
FiberTech;Mudança de Endereço;Hortolândia;20266339249;13/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;14/02/2026 01:50:03;OLT-NOKIA-7;Hortolândia;Mudança de Endereço
Conecta+;Troca de Tecnologia;Valinhos;20267375042;27/01/2026 21:50:03;Carlos Santos;Finalizado;28/01/2026 00:50:03;OLT-ZTE-6;Valinhos;Troca de Tecnologia
FiberTech;Mudança de Endereço;Sumaré;20267765070;07/01/2026 21:50:03;Ana Souza;Finalizado;08/01/2026 07:50:03;OLT-ZTE-1;Sumaré;Mudança de Endereço
Conecta+;Reparo de Fibra;Sumaré;20262378049;08/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/01/2026 07:50:03;OLT-HUAWEI-1;Sumaré;Reparo de Fibra
FiberTech;Reparo de Fibra;Campinas;20267650196;08/01/2026 21:50:03;Maria Oliveira;Finalizado;09/01/2026 06:50:03;OLT-NOKIA-8;Campinas;Reparo de Fibra
Conecta+;Reparo de Fibra;Paulínia;20262855499;14/02/2026 21:50:03;João Silva;Finalizado;14/02/2026 23:50:03;OLT-HUAWEI-10;Paulínia;Reparo de Fibra
Conecta+;Mudança de Endereço;Sumaré;20262784204;03/02/2026 21:50:03;Maria Oliveira;Finalizado;04/02/2026 02:50:03;OLT-HUAWEI-4;Sumaré;Mudança de Endereço
Conecta+;Reparo de Fibra;Hortolândia;20267061833;07/01/2026 21:50:03;Ana Souza;Finalizado;07/01/2026 22:50:03;OLT-NOKIA-8;Hortolândia;Reparo de Fibra
Conecta+;Troca de Tecnologia;Paulínia;20261019452;10/02/2026 21:50:03;Ana Souza;Finalizado;11/02/2026 09:50:03;OLT-HUAWEI-7;Paulínia;Troca de Tecnologia
FiberTech;Suporte Wi-Fi;Hortolândia;20268909287;12/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;13/02/2026 17:50:03;OLT-ZTE-2;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Instalação Nova;Sumaré;20262295868;12/01/2026 21:50:03;João Silva;Finalizado;13/01/2026 04:50:03;OLT-NOKIA-8;Sumaré;Instalação Nova
Horizon Telecom;Reparo de Fibra;Paulínia;20268828632;27/01/2026 21:50:03;Carlos Santos;Finalizado;27/01/2026 22:50:03;OLT-HUAWEI-2;Paulínia;Reparo de Fibra
Conecta+;Reparo de Fibra;Valinhos;20262319300;30/01/2026 21:50:03;Carlos Santos;Finalizado;31/01/2026 08:50:03;OLT-ZTE-5;Valinhos;Reparo de Fibra
FiberTech;Instalação Nova;Valinhos;20266180625;07/02/2026 21:50:03;Carlos Santos;Finalizado;08/02/2026 15:50:03;OLT-ZTE-2;Valinhos;Instalação Nova
FiberTech;Suporte Wi-Fi;Hortolândia;20269315465;06/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;06/01/2026 22:50:03;OLT-HUAWEI-8;Hortolândia;Suporte Wi-Fi
Horizon Telecom;Mudança de Endereço;Americana;20268815841;17/02/2026 21:50:03;Maria Oliveira;Finalizado;18/02/2026 09:50:03;OLT-NOKIA-5;Americana;Mudança de Endereço
Conecta+;Mudança de Endereço;Hortolândia;20264098033;27/01/2026 21:50:03;Carlos Santos;Finalizado;28/01/2026 17:50:03;OLT-ZTE-3;Hortolândia;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Americana;20261174323;24/01/2026 21:50:03;João Silva;Finalizado;25/01/2026 18:50:03;OLT-NOKIA-2;Americana;Mudança de Endereço
Conecta+;Mudança de Endereço;Americana;20268958067;12/02/2026 21:50:03;João Silva;Finalizado;13/02/2026 19:50:03;OLT-HUAWEI-4;Americana;Mudança de Endereço
FiberTech;Mudança de Endereço;Americana;20261866097;28/01/2026 21:50:03;Ana Souza;Finalizado;29/01/2026 12:50:03;OLT-ZTE-5;Americana;Mudança de Endereço
Conecta+;Suporte Wi-Fi;Valinhos;20262334505;06/01/2026 21:50:03;João Silva;Finalizado;07/01/2026 16:50:03;OLT-ZTE-1;Valinhos;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Valinhos;20264565035;21/01/2026 21:50:03;Maria Oliveira;Finalizado;22/01/2026 21:50:03;OLT-ZTE-2;Valinhos;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Paulínia;20263742624;15/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;16/01/2026 18:50:03;OLT-ZTE-5;Paulínia;Reparo de Fibra
Horizon Telecom;Mudança de Endereço;Valinhos;20262335910;11/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;12/02/2026 17:50:03;OLT-NOKIA-5;Valinhos;Mudança de Endereço
Conecta+;Instalação Nova;Sumaré;20261942526;16/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;17/02/2026 17:50:03;OLT-HUAWEI-7;Sumaré;Instalação Nova
Conecta+;Suporte Wi-Fi;Paulínia;20265823164;14/02/2026 21:50:03;Ana Souza;Finalizado;15/02/2026 15:50:03;OLT-HUAWEI-10;Paulínia;Suporte Wi-Fi
Conecta+;Reparo de Fibra;Americana;20264348100;30/01/2026 21:50:03;Ana Souza;Finalizado;30/01/2026 23:50:03;OLT-NOKIA-7;Americana;Reparo de Fibra
Horizon Telecom;Instalação Nova;Sumaré;20264787075;11/02/2026 21:50:03;Ana Souza;Finalizado;12/02/2026 02:50:03;OLT-NOKIA-1;Sumaré;Instalação Nova
FiberTech;Suporte Wi-Fi;Campinas;20262257378;06/01/2026 21:50:03;Maria Oliveira;Finalizado;07/01/2026 17:50:03;OLT-ZTE-8;Campinas;Suporte Wi-Fi
Horizon Telecom;Troca de Tecnologia;Paulínia;20265480403;17/02/2026 21:50:03;Ana Souza;Finalizado;18/02/2026 00:50:03;OLT-ZTE-4;Paulínia;Troca de Tecnologia
Conecta+;Suporte Wi-Fi;Paulínia;20267564405;08/02/2026 21:50:03;Maria Oliveira;Finalizado;09/02/2026 14:50:03;OLT-ZTE-6;Paulínia;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Americana;20268805015;14/01/2026 21:50:03;Maria Oliveira;Finalizado;15/01/2026 00:50:03;OLT-ZTE-1;Americana;Suporte Wi-Fi
FiberTech;Instalação Nova;Valinhos;20263607534;15/02/2026 21:50:03;Maria Oliveira;Finalizado;16/02/2026 12:50:03;OLT-HUAWEI-10;Valinhos;Instalação Nova
Conecta+;Reparo de Fibra;Paulínia;20263980280;10/02/2026 21:50:03;Carlos Santos;Finalizado;11/02/2026 04:50:03;OLT-NOKIA-4;Paulínia;Reparo de Fibra
Horizon Telecom;Instalação Nova;Valinhos;20269357573;27/01/2026 21:50:03;Maria Oliveira;Finalizado;28/01/2026 05:50:03;OLT-HUAWEI-2;Valinhos;Instalação Nova
Horizon Telecom;Instalação Nova;Paulínia;20268541907;08/02/2026 21:50:03;Kevyn Ferrezin;Finalizado;09/02/2026 01:50:03;OLT-NOKIA-9;Paulínia;Instalação Nova
Horizon Telecom;Mudança de Endereço;Americana;20267234547;26/01/2026 21:50:03;Carlos Santos;Finalizado;27/01/2026 13:50:03;OLT-ZTE-3;Americana;Mudança de Endereço
FiberTech;Suporte Wi-Fi;Americana;20264188379;11/01/2026 21:50:03;João Silva;Finalizado;11/01/2026 22:50:03;OLT-NOKIA-9;Americana;Suporte Wi-Fi
Horizon Telecom;Reparo de Fibra;Campinas;20269859392;28/01/2026 21:50:03;Ana Souza;Finalizado;29/01/2026 21:50:03;OLT-HUAWEI-9;Campinas;Reparo de Fibra
Horizon Telecom;Instalação Nova;Hortolândia;20265399799;20/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;21/01/2026 11:50:03;OLT-NOKIA-5;Hortolândia;Instalação Nova
FiberTech;Mudança de Endereço;Valinhos;20267265927;13/02/2026 21:50:03;Maria Oliveira;Finalizado;14/02/2026 18:50:03;OLT-HUAWEI-2;Valinhos;Mudança de Endereço
Horizon Telecom;Suporte Wi-Fi;Campinas;20269380223;15/01/2026 21:50:03;Carlos Santos;Finalizado;16/01/2026 12:50:03;OLT-HUAWEI-6;Campinas;Suporte Wi-Fi
Horizon Telecom;Suporte Wi-Fi;Sumaré;20266837079;06/02/2026 21:50:03;João Silva;Finalizado;07/02/2026 03:50:03;OLT-ZTE-8;Sumaré;Suporte Wi-Fi
Conecta+;Instalação Nova;Hortolândia;20269451082;07/02/2026 21:50:03;Maria Oliveira;Finalizado;08/02/2026 10:50:03;OLT-ZTE-6;Hortolândia;Instalação Nova
FiberTech;Mudança de Endereço;Campinas;20265635954;14/02/2026 21:50:03;Ana Souza;Finalizado;15/02/2026 19:50:03;OLT-ZTE-1;Campinas;Mudança de Endereço
Horizon Telecom;Mudança de Endereço;Americana;20264423676;05/01/2026 21:50:03;Maria Oliveira;Finalizado;06/01/2026 16:50:03;OLT-ZTE-1;Americana;Mudança de Endereço
FiberTech;Mudança de Endereço;Campinas;20266844205;21/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;22/01/2026 00:50:03;OLT-ZTE-10;Campinas;Mudança de Endereço
FiberTech;Troca de Tecnologia;Sumaré;20263472792;14/02/2026 21:50:03;João Silva;Finalizado;15/02/2026 14:50:03;OLT-NOKIA-6;Sumaré;Troca de Tecnologia
Horizon Telecom;Instalação Nova;Campinas;20269361203;26/01/2026 21:50:03;Ana Souza;Finalizado;27/01/2026 16:50:03;OLT-NOKIA-3;Campinas;Instalação Nova
Horizon Telecom;Instalação Nova;Valinhos;20266155138;14/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;15/01/2026 08:50:03;OLT-NOKIA-1;Valinhos;Instalação Nova
FiberTech;Reparo de Fibra;Valinhos;20265258299;14/01/2026 21:50:03;Maria Oliveira;Finalizado;14/01/2026 23:50:03;OLT-ZTE-1;Valinhos;Reparo de Fibra
Horizon Telecom;Troca de Tecnologia;Campinas;20263822010;15/01/2026 21:50:03;Carlos Santos;Finalizado;15/01/2026 22:50:03;OLT-NOKIA-2;Campinas;Troca de Tecnologia
Horizon Telecom;Suporte Wi-Fi;Americana;20269115888;06/02/2026 21:50:03;Maria Oliveira;Finalizado;07/02/2026 05:50:03;OLT-HUAWEI-5;Americana;Suporte Wi-Fi
FiberTech;Troca de Tecnologia;Valinhos;20269219858;12/01/2026 21:50:03;Maria Oliveira;Finalizado;13/01/2026 21:50:03;OLT-NOKIA-8;Valinhos;Troca de Tecnologia
Conecta+;Troca de Tecnologia;Valinhos;20268127858;16/02/2026 21:50:03;Ana Souza;Finalizado;17/02/2026 11:50:03;OLT-ZTE-9;Valinhos;Troca de Tecnologia
Conecta+;Mudança de Endereço;Americana;20266364235;05/01/2026 21:50:03;João Silva;Finalizado;06/01/2026 01:50:03;OLT-HUAWEI-6;Americana;Mudança de Endereço
FiberTech;Instalação Nova;Hortolândia;20269307615;30/01/2026 21:50:03;Kevyn Ferrezin;Finalizado;31/01/2026 10:50:03;OLT-ZTE-10;Hortolândia;Instalação Nova
